timestamp,open,high,low,close,volume,oi
2025-01-01 09:15:00+05:30,2325.0,2334.7,2324.05,2330.35,42718,0
2025-01-01 09:45:00+05:30,2329.65,2329.95,2325.0,2328.2,29209,0
2025-01-01 10:15:00+05:30,2328.85,2333.0,2326.0,2330.0,19824,0
2025-01-01 10:45:00+05:30,2330.0,2336.45,2328.7,2334.0,25107,0
2025-01-01 11:15:00+05:30,2334.05,2337.15,2331.1,2334.6,28361,0
2025-01-01 11:45:00+05:30,2335.35,2336.0,2326.1,2329.1,28427,0
2025-01-01 12:15:00+05:30,2330.15,2334.95,2328.2,2333.7,20705,0
2025-01-01 12:45:00+05:30,2333.95,2336.0,2328.15,2328.3,24407,0
2025-01-01 13:15:00+05:30,2328.3,2331.05,2326.55,2330.25,25984,0
2025-01-01 13:45:00+05:30,2329.25,2332.45,2323.0,2324.55,79785,0
2025-01-01 14:15:00+05:30,2324.55,2325.5,2320.35,2322.0,65627,0
2025-01-01 14:45:00+05:30,2322.4,2323.45,2320.25,2321.5,105828,0
2025-01-01 15:15:00+05:30,2322.2,2324.9,2321.0,2324.45,62193,0
2025-01-02 09:15:00+05:30,2330.0,2334.0,2315.5,2323.7,92892,0
2025-01-02 09:45:00+05:30,2324.0,2333.4,2321.45,2331.85,78556,0
2025-01-02 10:15:00+05:30,2331.65,2338.5,2330.05,2337.75,56370,0
2025-01-02 10:45:00+05:30,2337.7,2350.9,2336.2,2347.0,154643,0
2025-01-02 11:15:00+05:30,2347.75,2351.5,2345.5,2349.7,107727,0
2025-01-02 11:45:00+05:30,2349.7,2356.15,2344.9,2352.75,90848,0
2025-01-02 12:15:00+05:30,2352.6,2366.3,2351.05,2365.95,147714,0
2025-01-02 12:45:00+05:30,2365.3,2368.8,2359.0,2365.5,150251,0
2025-01-02 13:15:00+05:30,2365.45,2368.5,2360.55,2365.5,169237,0
2025-01-02 13:45:00+05:30,2365.7,2375.9,2362.8,2375.25,102686,0
2025-01-02 14:15:00+05:30,2375.65,2377.65,2373.2,2375.45,117505,0
2025-01-02 14:45:00+05:30,2375.05,2379.65,2368.5,2369.65,221891,0
2025-01-02 15:15:00+05:30,2369.6,2372.0,2367.85,2368.5,159622,0
2025-01-03 09:15:00+05:30,2381.85,2386.0,2364.8,2371.15,115823,0
2025-01-03 09:45:00+05:30,2371.05,2376.0,2366.0,2368.5,62300,0
2025-01-03 10:15:00+05:30,2369.0,2381.2,2367.0,2381.0,60139,0
2025-01-03 10:45:00+05:30,2381.0,2385.55,2377.0,2385.5,72373,0
2025-01-03 11:15:00+05:30,2385.55,2393.95,2381.45,2391.15,80611,0
2025-01-03 11:45:00+05:30,2391.95,2395.0,2384.0,2385.55,73395,0
2025-01-03 12:15:00+05:30,2385.7,2385.9,2378.5,2381.5,45228,0
2025-01-03 12:45:00+05:30,2381.5,2387.05,2379.7,2385.9,57186,0
2025-01-03 13:15:00+05:30,2385.85,2389.15,2384.4,2387.75,41106,0
2025-01-03 13:45:00+05:30,2386.9,2405.0,2385.3,2401.6,140926,0
2025-01-03 14:15:00+05:30,2401.6,2412.45,2400.5,2408.15,102664,0
2025-01-03 14:45:00+05:30,2407.8,2414.6,2405.65,2407.4,259339,0
2025-01-03 15:15:00+05:30,2407.4,2408.35,2396.0,2403.0,156921,0
2025-01-06 09:15:00+05:30,2418.0,2418.95,2372.25,2374.8,122029,0
2025-01-06 09:45:00+05:30,2373.75,2384.0,2368.65,2383.75,76580,0
2025-01-06 10:15:00+05:30,2383.1,2390.0,2373.0,2373.55,44786,0
2025-01-06 10:45:00+05:30,2373.55,2383.1,2367.4,2370.9,52879,0
2025-01-06 11:15:00+05:30,2370.9,2376.35,2367.45,2369.85,47101,0
2025-01-06 11:45:00+05:30,2369.75,2382.6,2361.65,2381.0,74542,0
2025-01-06 12:15:00+05:30,2381.3,2385.4,2377.4,2383.1,32749,0
2025-01-06 12:45:00+05:30,2383.1,2387.95,2381.0,2381.95,40172,0
2025-01-06 13:15:00+05:30,2381.95,2382.05,2375.0,2377.45,90142,0
2025-01-06 13:45:00+05:30,2377.2,2379.3,2365.4,2369.2,71346,0
2025-01-06 14:15:00+05:30,2368.55,2372.8,2365.25,2369.95,77433,0
2025-01-06 14:45:00+05:30,2369.0,2377.4,2368.7,2372.9,87208,0
2025-01-06 15:15:00+05:30,2372.9,2385.3,2370.45,2379.65,79040,0
2025-01-07 09:15:00+05:30,2377.15,2392.7,2375.25,2385.0,78670,0
2025-01-07 09:45:00+05:30,2384.6,2392.95,2376.0,2392.95,50871,0
2025-01-07 10:15:00+05:30,2392.95,2395.0,2382.1,2384.15,43892,0
2025-01-07 10:45:00+05:30,2384.55,2391.55,2382.7,2388.1,36780,0
2025-01-07 11:15:00+05:30,2388.15,2391.5,2386.35,2388.15,29948,0
2025-01-07 11:45:00+05:30,2388.25,2390.85,2383.2,2389.95,52135,0
