datetime,Open,High,Low,Close,Volume,avg_prices,sma_close
2025-04-15 14:39:00,764.65,764.75,764.25,764.3,33328,764.4875,764.51
2025-04-15 14:40:00,764.45,764.6,764.2,764.3,40615,764.3875,764.4599999999999
2025-04-15 14:41:00,764.4,764.8,764.15,764.7,36168,764.5125,764.5
2025-04-15 14:42:00,764.7,765.0,764.4,764.95,31948,764.7625,764.55
2025-04-15 14:43:00,764.95,765.0,763.9,764.75,169242,764.65,764.6
2025-04-15 14:44:00,764.75,764.75,763.85,763.9,28594,764.3125,764.52
2025-04-15 14:45:00,764.05,764.35,763.95,764.15,26277,764.1250000000001,764.49
2025-04-15 14:46:00,764.15,764.35,763.85,763.95,16477,764.075,764.34
2025-04-15 14:47:00,763.95,764.3,763.85,764.0,21473,764.025,764.15
2025-04-15 14:48:00,764.0,764.35,764.0,764.15,20664,764.125,764.03
2025-04-15 14:49:00,764.15,764.35,764.1,764.15,15641,764.1875,764.0799999999999
2025-04-15 14:50:00,764.25,764.35,764.15,764.3,15650,764.2625,764.11
2025-04-15 14:51:00,764.25,764.35,764.1,764.2,25992,764.2249999999999,764.1600000000001
2025-04-15 14:52:00,764.35,764.35,764.0,764.3,20473,764.25,764.22
2025-04-15 14:53:00,764.35,764.35,764.15,764.25,25887,764.275,764.24
2025-04-15 14:54:00,764.3,764.35,764.2,764.3,22481,764.2875000000001,764.2700000000001
2025-04-15 14:55:00,764.3,764.35,764.05,764.35,33284,764.2624999999999,764.28
2025-04-15 14:56:00,764.2,764.35,764.05,764.3,24069,764.2250000000001,764.3
2025-04-15 14:57:00,764.3,764.7,764.1,764.45,50033,764.3875,764.33
2025-04-15 14:58:00,764.45,764.65,764.0,764.05,20945,764.2874999999999,764.29
2025-04-15 14:59:00,764.05,764.5,764.0,764.3,16903,764.2125000000001,764.29
2025-04-15 15:01:00,763.2,763.6,762.85,763.45,53634,763.2750000000001,764.1099999999999
2025-04-15 15:02:00,763.5,763.55,763.05,763.5,47310,763.4,763.95
2025-04-15 15:03:00,763.5,764.0,763.4,764.0,37866,763.725,763.8599999999999
2025-04-15 15:04:00,763.95,764.0,763.4,763.6,49327,763.7375,763.7700000000001
2025-04-15 15:05:00,763.6,763.7,763.5,763.7,40132,763.625,763.65
2025-04-15 15:06:00,763.65,763.75,762.75,762.75,69016,763.225,763.51
2025-04-15 15:07:00,762.75,762.85,762.4,762.75,54324,762.6875,763.36
2025-04-15 15:08:00,762.75,763.0,762.55,762.6,45437,762.725,763.08
2025-04-15 15:09:00,762.6,763.0,762.6,762.95,52274,762.7874999999999,762.95
2025-04-15 15:10:00,762.95,763.2,762.9,763.05,50231,763.0250000000001,762.8199999999999
2025-04-15 15:11:00,763.0,763.05,762.75,762.8,65702,762.9000000000001,762.83
2025-04-15 15:12:00,762.8,763.4,762.75,763.4,123573,763.0875,762.96
2025-04-15 15:13:00,763.35,763.55,763.2,763.45,50462,763.3875,763.13
2025-04-15 15:14:00,763.45,763.65,763.2,763.65,53259,763.4875000000001,763.27
2025-04-15 15:15:00,763.65,763.9,763.25,763.3,66909,763.5250000000001,763.3199999999999
2025-04-15 15:16:00,763.35,763.75,763.2,763.6,70573,763.475,763.4799999999999
2025-04-15 15:17:00,763.65,764.0,763.2,763.2,60558,763.5125,763.44
2025-04-15 15:18:00,763.2,763.2,762.7,762.9,103187,763.0000000000001,763.33
2025-04-15 15:19:00,762.9,763.0,762.7,763.0,54963,762.9000000000001,763.2
2025-04-15 15:20:00,763.0,763.45,762.9,763.2,79778,763.1375,763.1800000000001
2025-04-15 15:21:00,763.2,763.85,763.1,763.85,71687,763.5,763.2300000000001
2025-04-15 15:22:00,763.8,764.0,763.5,763.65,69593,763.7375000000001,763.3199999999999
2025-04-15 15:23:00,763.65,763.8,763.5,763.8,56143,763.6875,763.5
2025-04-15 15:24:00,763.75,763.8,763.0,763.45,76247,763.5,763.5899999999999
2025-04-15 15:25:00,763.5,764.75,763.4,764.75,190637,764.1,763.9
2025-04-15 15:26:00,764.7,765.1,764.2,764.55,75735,764.6375,764.04
2025-04-15 15:27:00,764.65,764.75,764.15,764.5,39741,764.5125,764.21
2025-04-15 15:28:00,764.4,764.9,764.1,764.15,37047,764.3875,764.28
2025-04-15 15:29:00,764.45,764.75,764.15,764.5,29866,764.4625,764.49
