datetime,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_9,ema_20,ema_50,rsi_14,bb_upper_20,bb_lower_20,bb_width_20,vwap,supertrend_10_3,supertrend_10_3_signal,is_support,is_resistance,support_levels,resistance_levels,sr_position,nearest_support,nearest_resistance
2025-04-15 09:35:00,765.0,765.6,765.0,765.3,12162,765.36,,,765.633290087492,765.0081222666356,763.633273388756,43.45238095238079,767.2402575411504,763.4797424588496,0.0049133938046158655,764.5473408594429,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:36:00,765.3,765.85,765.3,765.7,10336,765.47,,,765.6466320699936,765.0740153840989,763.7143214911578,52.597402597403175,767.1374594605662,763.8025405394338,0.004356694476769024,764.55685058211,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:37:00,765.8,766.75,765.45,766.15,16464,765.5325,,,765.747305655995,765.1764901094227,763.8098382954261,55.90062111801195,767.2037034743358,763.8612965256642,0.004366120247894927,764.5786379667106,,1,0,1,[762.4],[764.0],1,762.4,
2025-04-15 09:38:00,766.45,766.7,765.75,766.0,13083,765.5875,,,765.797844524796,765.254919622811,763.8957269897231,52.5641025641024,767.2433906015226,763.9316093984773,0.004325803651503267,764.5958878454484,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:39:00,766.15,766.2,765.95,766.0,22456,765.6225000000001,,,765.8382756198368,765.3258796587338,763.97824749993,66.1290322580644,767.2823906114879,763.9626093885122,0.0043360549395762725,764.6227800105413,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:40:00,765.95,766.6,765.8,766.6,22317,765.7075,,,765.9906204958695,765.4472244531402,764.0810613234622,71.75572519083964,767.3856176798332,764.0293823201667,0.004383182037091802,764.6536515502316,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:41:00,766.8,767.45,766.35,767.45,25864,765.76,,,766.2824963966956,765.6379649814126,764.2131765656794,70.86614173228374,767.5883153016113,763.9316846983887,0.004775165330158977,764.7034299439989,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:42:00,767.45,767.85,766.55,767.4,29257,765.865,,,766.5059971173565,765.8057778403256,764.338150033692,63.106796116504555,767.8189703170725,763.9110296829275,0.005102649467131944,764.7614882346837,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:43:00,767.45,768.45,767.2,768.25,50206,766.0175,,,766.8547976938853,766.0385609031517,764.4915559147238,65.76576576576525,768.2139744478369,763.8210255521632,0.005734789212614236,764.8814085767968,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:44:00,768.65,768.65,767.35,767.5,34549,766.1125,,,766.9838381551083,766.177745579042,764.6095341141464,56.557377049179806,768.3955900113663,763.8294099886336,0.0059601951707257406,764.95550302848,,1,0,1,[762.4],[764.0],1,762.4,
2025-04-15 09:45:00,767.5,768.35,767.5,767.9,21421,766.3075,,,767.1670705240866,766.3417698096094,764.738571992023,61.11111111111081,768.4950905996278,764.1199094003722,0.005709432831148881,765.0008805044494,,1,0,0,[762.4],[764.0],1,762.4,
2025-04-15 09:46:00,768.05,768.15,767.15,768.15,22469,766.5274999999999,,,767.3636564192693,766.5139822086943,764.8723534825319,62.015503875968555,768.5072594218545,764.5477405781453,0.00516552745166905,765.0454252307396,,1,1,0,[762.4],[764.0],1,762.4,
2025-04-15 09:47:00,767.75,768.15,767.45,768.0,15643,766.6875,,,767.4909251354155,766.6555077126282,764.9950062871385,67.79661016949179,768.5953439194689,764.7796560805311,0.004976848897285687,765.0761590223351,,1,0,0,[762.4],[764.0],1,762.4,
