datetime,Open,High,Low,Close,Volume
2025-04-17 09:15:00,772.0,775.0,767.15,768.5,291644
2025-04-17 09:16:00,768.25,768.7,767.5,768.7,119397
2025-04-17 09:17:00,768.75,770.4,768.7,769.75,118456
2025-04-17 09:18:00,769.8,770.25,769.5,769.5,97919
2025-04-17 09:19:00,769.15,769.6,768.5,769.2,98528
2025-04-17 09:20:00,769.05,770.1,769.0,769.25,75130
2025-04-17 09:21:00,769.3,769.35,768.0,768.05,63538
2025-04-17 09:22:00,768.0,768.3,767.25,767.6,81765
2025-04-17 09:23:00,767.6,768.65,767.25,768.4,55816
2025-04-17 09:24:00,768.35,769.6,768.35,769.1,47351
2025-04-17 09:25:00,769.35,769.8,768.9,769.55,70637
2025-04-17 09:26:00,769.55,770.65,769.55,770.35,69211
2025-04-17 09:27:00,770.3,772.15,770.0,772.05,137416
2025-04-17 09:28:00,772.05,772.05,770.85,771.0,91479
2025-04-17 09:29:00,770.9,771.15,770.3,771.05,60915
2025-04-17 09:30:00,771.1,771.6,770.7,770.85,53579
2025-04-17 09:31:00,770.9,772.1,770.7,771.55,70483
2025-04-17 09:32:00,771.45,772.75,771.45,772.4,85245
2025-04-17 09:33:00,772.4,772.75,771.4,772.6,60485
2025-04-17 09:34:00,772.55,772.95,772.15,772.85,48441
2025-04-17 09:35:00,772.8,772.8,772.25,772.25,33277
2025-04-17 09:36:00,772.25,772.75,772.05,772.5,36975
2025-04-17 09:37:00,772.25,772.55,772.05,772.3,33187
2025-04-17 09:38:00,772.3,772.3,772.05,772.1,27290
2025-04-17 09:39:00,772.1,772.25,771.65,771.7,55410
2025-04-17 09:40:00,771.65,772.0,771.2,771.95,25758
2025-04-17 09:41:00,772.0,772.95,771.95,772.95,34076
2025-04-17 09:42:00,772.9,773.8,772.9,773.8,63140
2025-04-17 09:43:00,773.75,774.4,773.75,774.2,202385
2025-04-17 09:44:00,774.2,774.25,773.3,773.65,63265
2025-04-17 09:45:00,773.75,774.65,773.65,774.55,51624
2025-04-17 09:46:00,774.55,774.55,774.15,774.35,40702
2025-04-17 09:47:00,774.35,774.7,774.05,774.65,34380
2025-04-17 09:48:00,774.75,775.4,774.4,774.4,142179
2025-04-17 09:49:00,774.4,775.3,774.35,775.0,41084
2025-04-17 09:50:00,775.0,775.4,774.95,775.4,29517
2025-04-17 09:51:00,775.4,775.95,775.25,775.9,32718
2025-04-17 09:52:00,775.9,776.5,775.75,775.95,75459
2025-04-17 09:53:00,775.95,776.4,775.5,776.35,62053
2025-04-17 09:54:00,776.35,776.4,775.9,775.9,65091
2025-04-17 09:55:00,775.9,776.2,775.35,775.45,72591
2025-04-17 09:56:00,775.45,775.95,775.0,775.35,50581
2025-04-17 09:57:00,775.3,775.7,774.4,774.55,44311
2025-04-17 09:58:00,774.6,774.6,774.0,774.0,41767
2025-04-17 09:59:00,774.05,774.35,773.05,773.65,50185
2025-04-17 10:00:00,773.65,774.2,773.3,773.5,20711
2025-04-17 10:01:00,773.5,773.5,773.2,773.4,17739
2025-04-17 10:02:00,773.3,773.75,773.15,773.35,23988
2025-04-17 10:03:00,773.35,773.8,773.25,773.6,15405
2025-04-17 10:04:00,773.5,773.7,773.0,773.15,51020
2025-04-17 10:05:00,773.15,773.25,773.1,773.1,16867
2025-04-17 10:06:00,772.85,772.95,772.1,772.35,50380
2025-04-17 10:07:00,772.3,772.6,772.0,772.3,29776
2025-04-17 10:08:00,772.2,772.7,771.75,771.95,35578
2025-04-17 10:09:00,771.95,771.95,771.5,771.75,66812
2025-04-17 10:10:00,771.5,772.2,771.5,771.8,50372
2025-04-17 10:11:00,771.85,771.85,771.5,771.5,20079
2025-04-17 10:12:00,771.5,771.7,771.5,771.5,17478
2025-04-17 10:13:00,771.5,771.5,770.65,771.15,77620
2025-04-17 10:14:00,771.3,771.5,771.0,771.15,16399
2025-04-17 10:15:00,771.15,771.2,770.7,770.75,24143
2025-04-17 10:16:00,770.75,770.85,770.75,770.8,12870
2025-04-17 10:17:00,770.75,771.55,770.75,771.15,22230
2025-04-17 10:18:00,771.05,771.5,771.05,771.1,15747
2025-04-17 10:19:00,771.15,771.25,770.7,770.75,29695
2025-04-17 10:20:00,770.75,770.75,769.45,769.95,83033
2025-04-17 10:21:00,769.75,770.1,769.6,770.05,22545
2025-04-17 10:22:00,770.1,770.25,769.4,770.0,32267
2025-04-17 10:23:00,770.1,770.55,770.05,770.2,11595
2025-04-17 10:24:00,770.2,770.65,770.05,770.65,19054
2025-04-17 10:25:00,770.65,771.45,770.65,771.25,20954
2025-04-17 10:26:00,771.35,771.45,771.0,771.05,26222
2025-04-17 10:27:00,771.0,771.05,770.3,770.45,23918
2025-04-17 10:28:00,770.3,771.0,770.3,770.65,15925
2025-04-17 10:29:00,770.65,771.6,770.6,771.3,21417
2025-04-17 10:30:00,771.3,771.75,771.2,771.7,22794
2025-04-17 10:31:00,771.7,771.95,771.55,771.8,26175
2025-04-17 10:32:00,771.95,772.3,771.75,771.8,23036
2025-04-17 10:33:00,771.8,772.0,771.65,771.9,14004
2025-04-17 10:34:00,771.9,773.3,771.8,773.0,65798
2025-04-17 10:35:00,773.0,773.0,771.95,772.4,29957
2025-04-17 10:36:00,772.45,772.45,771.35,771.5,85407
2025-04-17 10:37:00,771.5,771.5,771.1,771.5,46075
2025-04-17 10:38:00,771.5,772.0,771.2,771.7,38828
2025-04-17 10:39:00,771.65,772.05,771.4,771.85,11403
2025-04-17 10:40:00,771.85,772.9,771.6,772.3,26801
2025-04-17 10:41:00,772.15,772.5,772.1,772.3,18083
2025-04-17 10:42:00,772.25,772.5,771.65,771.9,19472
2025-04-17 10:43:00,771.85,772.45,771.8,772.05,31047
2025-04-17 10:44:00,772.05,772.3,772.0,772.2,12274
2025-04-17 10:45:00,772.2,772.4,772.1,772.1,10421
2025-04-17 10:46:00,772.1,772.45,772.0,772.2,10352
2025-04-17 10:47:00,772.15,772.15,771.75,772.0,21193
2025-04-17 10:48:00,771.95,772.0,770.7,770.9,116733
2025-04-17 10:49:00,770.85,771.3,770.7,771.2,29736
2025-04-17 10:50:00,771.2,771.2,770.75,770.8,20352
2025-04-17 10:51:00,770.75,771.05,770.45,771.05,23579
2025-04-17 10:52:00,771.1,771.1,770.7,770.8,10812
2025-04-17 10:53:00,770.75,770.8,770.2,770.3,19366
2025-04-17 10:54:00,770.25,770.65,770.25,770.6,16178
2025-04-17 10:55:00,770.6,770.9,770.3,770.85,16384
2025-04-17 10:56:00,770.75,770.8,770.45,770.7,11178
2025-04-17 10:57:00,770.7,771.0,770.7,770.85,14792
2025-04-17 10:58:00,770.8,770.8,770.5,770.55,14387
2025-04-17 10:59:00,770.55,770.55,770.2,770.35,17404
2025-04-17 11:00:00,770.35,771.15,770.15,771.1,35420
2025-04-17 11:01:00,771.0,771.1,769.6,770.3,57364
2025-04-17 11:02:00,770.3,770.3,769.95,770.05,23934
2025-04-17 11:03:00,770.05,770.35,769.9,770.05,24219
2025-04-17 11:04:00,770.1,770.4,770.1,770.25,18872
2025-04-17 11:05:00,770.25,770.8,770.25,770.5,19492
2025-04-17 11:06:00,770.45,770.55,769.8,769.9,55123
2025-04-17 11:07:00,769.85,770.75,769.85,770.6,95321
2025-04-17 11:08:00,770.65,771.25,770.4,771.2,19360
2025-04-17 11:09:00,771.2,771.65,771.2,771.65,23326
2025-04-17 11:10:00,771.7,772.0,770.5,770.5,140842
2025-04-17 11:11:00,770.5,771.0,770.25,770.95,13787
2025-04-17 11:12:00,771.0,771.75,771.0,771.75,12859
2025-04-17 11:13:00,771.7,771.75,770.45,770.8,121671
2025-04-17 11:14:00,770.8,771.25,770.6,771.2,14973
2025-04-17 11:15:00,771.25,771.7,771.0,771.7,12317
2025-04-17 11:16:00,771.7,772.25,771.65,772.2,30193
2025-04-17 11:17:00,772.2,772.3,771.7,771.9,30781
2025-04-17 11:18:00,771.9,771.9,770.8,770.95,50677
2025-04-17 11:19:00,770.95,771.9,770.9,771.8,94202
2025-04-17 11:20:00,771.85,771.9,771.15,771.4,22395
2025-04-17 11:21:00,771.4,771.5,771.25,771.5,11413
2025-04-17 11:22:00,771.5,771.85,771.3,771.8,16028
2025-04-17 11:23:00,771.75,772.1,771.4,771.7,52355
2025-04-17 11:24:00,771.7,771.7,771.4,771.5,39435
2025-04-17 11:25:00,771.5,771.85,771.4,771.5,57544
2025-04-17 11:26:00,771.5,772.0,771.35,771.6,23386
2025-04-17 11:27:00,771.6,772.0,771.25,772.0,31076
2025-04-17 11:28:00,772.0,772.15,771.5,772.0,43599
2025-04-17 11:29:00,772.0,772.5,772.0,772.5,30059
2025-04-17 11:30:00,772.5,772.9,772.5,772.75,30468
2025-04-17 11:31:00,772.8,773.3,772.2,773.05,78472
2025-04-17 11:32:00,773.05,773.5,772.6,772.9,31902
2025-04-17 11:33:00,772.75,773.35,772.75,772.95,24574
2025-04-17 11:34:00,772.75,773.0,772.2,772.5,18998
2025-04-17 11:35:00,772.45,772.5,772.0,772.2,86536
2025-04-17 11:36:00,772.15,773.45,772.05,773.45,162011
2025-04-17 11:37:00,773.45,773.45,772.7,772.9,31613
2025-04-17 11:38:00,772.9,773.55,772.7,773.45,21821
2025-04-17 11:39:00,773.5,773.5,773.1,773.3,17188
2025-04-17 11:40:00,773.2,773.45,773.0,773.0,45225
2025-04-17 11:41:00,773.0,773.4,772.9,773.25,110053
2025-04-17 11:42:00,773.2,773.9,773.2,773.6,97654
2025-04-17 11:43:00,773.6,774.7,773.45,774.55,94916
2025-04-17 11:44:00,774.5,774.65,773.95,774.1,66771
2025-04-17 11:45:00,774.05,774.15,773.3,773.3,27183
2025-04-17 11:46:00,773.45,773.5,773.05,773.25,20974
2025-04-17 11:47:00,773.25,773.5,773.25,773.35,35610
2025-04-17 11:48:00,773.45,773.5,773.2,773.2,22272
2025-04-17 11:49:00,773.45,774.45,773.2,774.45,119043
2025-04-17 11:50:00,774.4,775.0,774.4,775.0,32093
2025-04-17 11:51:00,774.95,776.0,774.6,775.3,110349
2025-04-17 11:52:00,775.4,775.5,774.6,774.75,21820
2025-04-17 11:53:00,774.7,774.8,774.45,774.5,11833
2025-04-17 11:54:00,774.55,775.0,774.5,774.8,19632
2025-04-17 11:55:00,774.8,774.95,773.65,773.8,16909
2025-04-17 11:56:00,773.8,775.0,773.8,775.0,34326
2025-04-17 11:57:00,775.0,775.0,774.6,774.7,14435
2025-04-17 11:58:00,774.7,774.75,774.4,774.65,14434
2025-04-17 11:59:00,774.45,774.75,774.45,774.75,14068
