timestamp,open,high,low,close,volume,oi
2025-01-01 09:15:00+05:30,638.5,642.5,637.5,642.25,188092,0
2025-01-01 09:45:00+05:30,642.25,642.75,640.15,640.4,134847,0
2025-01-01 10:15:00+05:30,640.8,642.0,640.2,641.7,59344,0
2025-01-01 10:45:00+05:30,641.65,642.4,640.3,640.5,122186,0
2025-01-01 11:15:00+05:30,640.65,641.7,639.35,640.8,123617,0
2025-01-01 11:45:00+05:30,640.75,640.85,640.0,640.3,42181,0
2025-01-01 12:15:00+05:30,640.3,642.6,640.05,642.6,213557,0
2025-01-01 12:45:00+05:30,642.55,645.95,642.15,645.1,194895,0
2025-01-01 13:15:00+05:30,645.15,645.85,644.5,644.7,134114,0
2025-01-01 13:45:00+05:30,644.85,646.95,644.85,645.35,118873,0
2025-01-01 14:15:00+05:30,645.35,650.35,643.95,648.5,433819,0
2025-01-01 14:45:00+05:30,648.45,653.65,648.1,651.55,547268,0
2025-01-01 15:15:00+05:30,651.7,652.2,649.9,650.0,305455,0
2025-01-02 09:15:00+05:30,654.0,655.0,648.0,650.05,390337,0
2025-01-02 09:45:00+05:30,650.0,653.95,648.75,651.5,499681,0
2025-01-02 10:15:00+05:30,651.4,654.0,650.25,653.9,125265,0
2025-01-02 10:45:00+05:30,653.85,663.55,653.7,663.2,1145682,0
2025-01-02 11:15:00+05:30,663.2,663.6,655.5,656.35,673306,0
2025-01-02 11:45:00+05:30,656.35,657.45,655.1,655.8,185075,0
2025-01-02 12:15:00+05:30,655.8,658.95,653.0,653.9,281840,0
2025-01-02 12:45:00+05:30,654.0,654.55,648.0,653.8,870492,0
2025-01-02 13:15:00+05:30,653.8,653.9,650.15,651.0,199759,0
2025-01-02 13:45:00+05:30,651.1,651.35,647.1,648.45,330871,0
2025-01-02 14:15:00+05:30,648.5,649.85,644.35,644.6,206370,0
2025-01-02 14:45:00+05:30,644.6,649.7,644.5,648.75,249951,0
2025-01-02 15:15:00+05:30,648.85,650.25,647.0,648.0,214178,0
2025-01-03 09:15:00+05:30,654.0,654.0,644.5,645.0,455214,0
2025-01-03 09:45:00+05:30,645.0,645.0,640.8,641.55,284085,0
2025-01-03 10:15:00+05:30,641.55,644.5,641.2,644.15,154417,0
2025-01-03 10:45:00+05:30,644.15,652.75,643.0,650.85,782208,0
2025-01-03 11:15:00+05:30,650.7,651.05,648.7,649.5,137945,0
2025-01-03 11:45:00+05:30,649.7,650.0,647.9,648.9,95693,0
2025-01-03 12:15:00+05:30,648.7,650.7,648.45,649.7,102036,0
2025-01-03 12:45:00+05:30,649.5,650.85,649.05,649.9,131639,0
2025-01-03 13:15:00+05:30,649.9,651.45,648.85,649.4,192519,0
2025-01-03 13:45:00+05:30,649.4,651.65,649.05,650.75,234185,0
2025-01-03 14:15:00+05:30,650.75,652.45,650.0,652.1,312974,0
2025-01-03 14:45:00+05:30,652.0,653.8,651.05,652.1,374409,0
2025-01-03 15:15:00+05:30,652.1,653.0,650.0,651.7,341486,0
2025-01-06 09:15:00+05:30,645.0,645.95,636.25,637.6,468347,0
2025-01-06 09:45:00+05:30,637.5,638.35,636.25,638.2,180429,0
2025-01-06 10:15:00+05:30,638.2,640.5,638.0,638.85,119211,0
2025-01-06 10:45:00+05:30,638.9,638.9,632.05,633.6,435240,0
2025-01-06 11:15:00+05:30,633.3,634.9,631.05,633.05,305662,0
2025-01-06 11:45:00+05:30,633.0,633.0,628.05,631.45,326383,0
2025-01-06 12:15:00+05:30,631.35,634.45,629.6,631.95,183065,0
2025-01-06 12:45:00+05:30,631.85,634.0,631.75,632.85,329522,0
2025-01-06 13:15:00+05:30,633.0,633.05,626.4,628.05,245322,0
2025-01-06 13:45:00+05:30,628.0,630.6,627.8,629.9,301945,0
2025-01-06 14:15:00+05:30,629.9,630.9,626.1,626.3,290581,0
2025-01-06 14:45:00+05:30,626.4,633.35,625.35,630.4,727473,0
2025-01-06 15:15:00+05:30,630.35,631.75,628.3,630.15,464064,0
2025-01-07 09:15:00+05:30,630.65,636.9,625.6,631.5,458035,0
2025-01-07 09:45:00+05:30,631.4,631.4,622.0,627.35,236925,0
2025-01-07 10:15:00+05:30,627.4,627.65,621.45,621.95,281148,0
2025-01-07 10:45:00+05:30,621.95,624.0,618.0,619.45,280462,0
2025-01-07 11:15:00+05:30,619.45,621.15,618.6,619.5,177904,0
2025-01-07 11:45:00+05:30,619.5,619.5,615.8,616.0,151759,0
2025-01-07 12:15:00+05:30,616.3,618.9,615.05,617.85,314164,0
2025-01-07 12:45:00+05:30,617.9,619.75,617.3,617.8,140294,0
2025-01-07 13:15:00+05:30,617.8,620.8,617.0,620.5,192395,0
2025-01-07 13:45:00+05:30,620.5,621.3,618.7,620.75,195360,0
2025-01-07 14:15:00+05:30,620.75,621.0,619.75,620.3,124305,0
2025-01-07 14:45:00+05:30,620.3,621.0,617.05,617.85,475418,0
2025-01-07 15:15:00+05:30,617.8,619.35,617.0,619.2,491093,0
2025-01-08 09:15:00+05:30,621.5,626.35,610.65,613.7,776434,0
2025-01-08 09:45:00+05:30,613.7,614.1,607.65,611.9,372190,0
2025-01-08 10:15:00+05:30,611.95,613.6,608.0,608.35,368657,0
2025-01-08 10:45:00+05:30,608.35,608.75,606.2,607.6,193300,0
2025-01-08 11:15:00+05:30,607.6,609.65,605.5,605.7,242639,0
2025-01-08 11:45:00+05:30,605.6,605.75,603.45,604.8,222957,0
2025-01-08 12:15:00+05:30,604.8,606.65,604.2,606.6,151654,0
2025-01-08 12:45:00+05:30,606.6,607.15,604.45,605.85,186500,0
2025-01-08 13:15:00+05:30,605.85,607.9,605.55,607.9,100795,0
2025-01-08 13:45:00+05:30,607.85,609.7,607.1,609.1,207176,0
2025-01-08 14:15:00+05:30,609.4,609.8,605.9,608.8,766166,0
2025-01-08 14:45:00+05:30,608.8,612.2,605.85,608.2,961224,0
2025-01-08 15:15:00+05:30,608.2,608.25,603.7,607.0,439205,0
2025-01-09 09:15:00+05:30,608.5,608.7,599.85,601.5,407178,0
2025-01-09 09:45:00+05:30,601.5,604.05,600.1,603.05,114813,0
2025-01-09 10:15:00+05:30,603.05,608.0,603.05,606.65,231349,0
2025-01-09 10:45:00+05:30,606.6,607.5,603.5,604.95,328995,0
2025-01-09 11:15:00+05:30,604.9,607.0,604.1,605.45,162500,0
2025-01-09 11:45:00+05:30,605.5,605.5,604.1,604.75,124221,0
2025-01-09 12:15:00+05:30,604.65,606.9,604.3,606.4,133357,0
2025-01-09 12:45:00+05:30,606.4,606.4,603.0,603.55,320039,0
2025-01-09 13:15:00+05:30,603.55,603.55,600.5,600.6,320917,0
2025-01-09 13:45:00+05:30,600.75,602.9,600.5,602.25,139721,0
2025-01-09 14:15:00+05:30,602.25,603.45,601.55,602.5,155025,0
2025-01-09 14:45:00+05:30,602.5,605.9,602.15,605.9,465242,0
2025-01-09 15:15:00+05:30,605.7,608.75,604.0,605.0,734627,0
2025-01-10 09:15:00+05:30,600.0,602.75,593.05,594.35,706354,0
2025-01-10 09:45:00+05:30,594.35,595.35,590.4,593.6,403912,0
2025-01-10 10:15:00+05:30,593.45,595.25,592.05,594.4,225006,0
2025-01-10 10:45:00+05:30,594.1,598.55,594.0,598.25,218109,0
2025-01-10 11:15:00+05:30,598.25,600.75,597.55,597.8,267499,0
2025-01-10 11:45:00+05:30,597.8,600.6,595.1,596.7,199671,0
