timestamp,open,high,low,close,volume,oi
2025-01-01 09:15:00+05:30,795.55,798.0,792.05,793.0,535006,0
2025-01-01 09:45:00+05:30,793.0,793.85,789.5,792.5,529055,0
2025-01-01 10:15:00+05:30,792.5,793.4,791.05,791.95,518207,0
2025-01-01 10:45:00+05:30,791.95,796.3,791.65,796.15,1028918,0
2025-01-01 11:15:00+05:30,796.15,797.25,793.5,794.3,500952,0
2025-01-01 11:45:00+05:30,794.35,794.65,792.25,793.3,490704,0
2025-01-01 12:15:00+05:30,793.25,795.25,793.0,793.2,369437,0
2025-01-01 12:45:00+05:30,793.25,793.6,791.6,792.1,376730,0
2025-01-01 13:15:00+05:30,791.85,792.8,791.55,792.55,276615,0
2025-01-01 13:45:00+05:30,792.6,798.65,792.15,795.25,863384,0
2025-01-01 14:15:00+05:30,795.45,795.95,794.05,794.2,532964,0
2025-01-01 14:45:00+05:30,794.15,794.15,792.15,793.3,645831,0
2025-01-01 15:15:00+05:30,793.35,794.4,792.9,794.3,595495,0
2025-01-02 09:15:00+05:30,795.0,797.4,792.2,793.7,721166,0
2025-01-02 09:45:00+05:30,793.65,793.85,790.15,790.2,568659,0
2025-01-02 10:15:00+05:30,790.35,792.0,790.1,791.1,391602,0
2025-01-02 10:45:00+05:30,791.1,792.65,790.6,792.35,500751,0
2025-01-02 11:15:00+05:30,792.35,793.05,789.5,790.2,688426,0
2025-01-02 11:45:00+05:30,790.25,790.35,787.0,787.85,780030,0
2025-01-02 12:15:00+05:30,787.85,794.95,787.3,794.05,1125824,0
2025-01-02 12:45:00+05:30,794.05,795.95,793.55,795.1,993975,0
2025-01-02 13:15:00+05:30,795.1,802.4,795.0,801.55,1788824,0
2025-01-02 13:45:00+05:30,801.55,801.7,798.1,799.15,647830,0
2025-01-02 14:15:00+05:30,799.25,800.45,798.05,798.25,645927,0
2025-01-02 14:45:00+05:30,798.45,801.55,798.1,801.25,1289863,0
2025-01-02 15:15:00+05:30,801.3,802.35,800.75,802.25,1246691,0
2025-01-03 09:15:00+05:30,801.2,809.5,800.25,804.0,1621110,0
2025-01-03 09:45:00+05:30,804.0,806.15,801.7,802.2,727112,0
2025-01-03 10:15:00+05:30,802.2,803.45,798.75,799.3,781824,0
2025-01-03 10:45:00+05:30,799.15,801.05,798.2,800.75,844331,0
2025-01-03 11:15:00+05:30,800.85,802.8,800.1,802.3,1178988,0
2025-01-03 11:45:00+05:30,802.4,802.5,798.8,799.3,1296257,0
2025-01-03 12:15:00+05:30,799.3,799.7,796.95,799.1,1184892,0
2025-01-03 12:45:00+05:30,799.1,801.0,798.55,799.6,478756,0
2025-01-03 13:15:00+05:30,799.6,800.8,798.8,799.85,380658,0
2025-01-03 13:45:00+05:30,799.85,799.85,795.0,795.7,791376,0
2025-01-03 14:15:00+05:30,795.7,795.95,792.55,793.3,1356905,0
2025-01-03 14:45:00+05:30,793.5,794.15,792.15,793.45,1616310,0
2025-01-03 15:15:00+05:30,793.35,795.0,792.85,793.3,1032997,0
2025-01-06 09:15:00+05:30,797.4,797.6,784.0,784.0,1163319,0
2025-01-06 09:45:00+05:30,784.0,788.9,782.55,788.9,821232,0
2025-01-06 10:15:00+05:30,788.85,789.95,785.7,786.1,850919,0
2025-01-06 10:45:00+05:30,786.0,787.1,782.0,783.2,1100760,0
2025-01-06 11:15:00+05:30,783.2,785.45,781.2,782.7,798852,0
2025-01-06 11:45:00+05:30,782.7,784.0,778.05,783.9,1197431,0
2025-01-06 12:15:00+05:30,783.9,784.65,781.2,782.75,378273,0
2025-01-06 12:45:00+05:30,782.55,784.5,779.45,779.9,769856,0
